# GENERATED by build/derive-ipa.py --enc 101 --syllables 0 (CMUdict, General American).
# grapheme = euspelling; ipa = headword pronunciation; gloss = headword.
grapheme,ipa,gloss
backbraekers,ˈbækˌbɹiːkɚz,backbreakers
backbraeking,ˈbækˌbɹeɪkɪŋ,backbreaking
backcontries,ˈbækˌkaʊntɚiːz,backcountries
backcontry,ˈbækˌkaʊntɚiː,backcountry
backcort,ˈbæˌkaʊtɚ,backcourt
backcortman,ˈbækˌkaʊtɚmənt,backcourtman
backcortmen,ˈbækˌkaʊɹmˌtɹʌm,backcourtmen
backcorts,ˈbækˌkɔɹts,backcourts
backduwn,ˈbækˌdaʊn,backdown
backduwns,ˈbækˌdaʊnz,backdowns
backfrend,ˈbækˌfɹiːnd,backfriend
backfrends,ˈbækˌfɹiːndz,backfriends
backlihted,ˈbæklətɪd,backlighted
backlihting,ˈbæˌklaɪtɪŋ,backlighting
backmoste,ˈbækˌmɑst,backmost
backqhannel,ˈbækənəl,backchannel
backqhannels,ˈbækənəlz,backchannels
backqhat,ˈbækət,backchat
backqhats,ˈbæˌkæts,backchats
backsiht,ˈbækˌsaɪt,backsight
backsihts,ˈbækˌsaɪts,backsights
backsord,ˈbækˌswɝd,backsword
backsords,ˈbækˌswɝdz,backswords
backtahk,ˈbækˌtɔk,backtalk
badijen,ˈbædɪɡɑn,badigeon
badijens,bɑˈdiːɡənz,badigeons
baerability,bɚˈæbələtiː,bearability
bahk,bɔk,baulk
bahker,ˈbɔkɚ,balker
bahkers,ˈbɔkɚz,balkers
bahkier,ˈbɔkliːɚ,balkier
bahkiest,ˈbælkiːəst,balkiest
bahkily,ˈbɔlkəliː,balkily
bahkiness,ˈbɔˌklaɪnz,balkiness
bahking,ˈbɔkɪŋ,baulking
bahkline,ˈbɔlˌklaɪn,balkline
bahklines,ˈbɔlˌklaɪnz,balklines
bahky,ˈbɔkliː,baulky
bahmier,ˈbælmiːɚ,balmier
bahmiest,ˈbɑmiːəst,balmiest
bahmily,ˈbælmiːl,balmily
bahminess,ˈbæmlaɪnz,balminess
bahmlike,ˈbɑmləˌlaɪk,balmlike
bairbaiting,ˈbɝəˌbeɪtɪŋ,bearbaiting
bairberries,ˈbɝbɚiːz,bearberries
bairberry,ˈbɝbɚiː,bearberry
baircat,ˈbɝˌkæt,bearcat
baircats,ˈbɝˌkæts,bearcats
bairhug,bɛɹh,bearhug
bairhugs,ˈbɛɹhɪɡz,bearhugs
bairlike,ˈbɝˌlaɪk,bearlike
bairskin,ˈbɝskɪn,bearskin
bairskins,ˈbɝskɪnz,bearskins
bairwood,ˈbɝˌwʊd,bearwood
bairwoods,ˈbɝˌwʊdz,bearwoods
baldhedd,ˈbældˌhɛd,baldhead
baldhedded,ˈbældˌhɛdɪd,baldheaded
baldheddedness,ˈbældˌhɛdənz,baldheadedness
baldhedds,ˈbældˌhɛdz,baldheads
baluqh,ˈbælək,baluch
baluqhestan,ˌbæləˈkɪsənt,balochistan
baluqhi,bɑˈloʊkiː,balochi
bantamweiht,ˈbæntəˌwaɪtm,bantamweight
bantamweihts,ˈbæntəˌwaɪtm,bantamweights
baqhelordom,ˈbækəlˌɹɑməd,bachelordom
baqhelorette,ˈbækəˌlɛtɚ,bachelorette
baqhelorettes,ˈbækəˌlɛtɚz,bachelorettes
baqhelorhood,ˈbækəlɹˌhoʊdt,bachelorhood
baqhelorhoods,ˈbækəlˌwɝdəmz,bachelorhoods
baqhelorism,ˈbækliːˌwɝmɪs,bachelorism
baqhelorship,ˈbeɪkəlˌhɔɹz,bachelorship
baqhelry,ˈbækəlɹiː,bachelry
baqhing,ˈbætʃɪŋ,baching
barehedd,ˈbɛɹˌhiːd,barehead
barehedded,ˈbɛɹˌhiːdɪd,bareheaded
bareheddedness,ˌbɛɹiːˈhiːdənz,bareheadedness
barehedds,ˈbɛɹˌhiːdz,bareheads
baroqely,bɚˈɑˌkwɛliː,baroquely
barq,bɑɹk,barque
barqentine,ˈbɑɹkənˌtaɪn,barquentine
barqentines,ˈbɑɹkənˌtaɪnz,barquentines
barqett,bɚˈkɛt,barquette
barqetts,bɑɹˈkɛts,barquettes
barqs,bɑɹks,barques
barracuta,ˌbɑɹəˈkɑtuːə,barracouta
barracutas,ˌbɑɹəˈkɑtəst,barracoutas
barrehing,ˈbɛɹɪŋ,barreing
barrelhedd,ˈbɑɹɪlˌhɛd,barrelhead
barrelhedds,ˈbɑɹəlˌhɛdz,barrelheads
bassely,ˈbæsliː,bassly
basseness,ˈbæsnəs,bassness
bassey,ˈbeɪsiː,bassy
batfuwl,ˈbætˌfaʊl,batfowl
batfuwling,ˈbætfoʊlfɪŋ,batfowling
beanstahk,ˈbiːnˌstɑk,beanstalk
beanstahks,ˈbiːnˌstæks,beanstalks
beaqhboy,ˈbiːtʃˌbɔɪ,beachboy
beaqhboys,ˈbiːtʃˌbɔɪz,beachboys
beaqhcohm,ˈbiːtʃkəm,beachcomb
beaqhcohming,ˈbiːtʃˌkoʊmbɪŋ,beachcombing
beaqhgoer,ˈbiːkəɡɚ,beachgoer
beaqhgoers,ˈbiːɡˌhaʊzɚ,beachgoers
beaqhier,ˈbiːtʃiːɚ,beachier
beaqhiest,ˈbiːtʃiːəst,beachiest
beaqhside,ˈbiːtʃˌsaɪd,beachside
beaqhsides,ˈbiːtʃˌsaɪdz,beachsides
beaqhwaer,ˈbiːtʃˌwɑɹiː,beachwear
beardtung,bɚˈdeɪtˌɡʌn,beardtongue
beardtungs,ˈbɝtəŋˌɡoʊnz,beardtongues
bebludd,ˈbɛblɔd,beblood
bebludded,bɪˈbluːdɪd,beblooded
bebludding,ˈbɛˌbloʊdɪŋ,beblooding
becahming,bɪˈkæmlɪŋ,becalming
becluwn,bɪˈklaʊn,beclown
becluwning,bɪˈklaʊnɪŋ,beclowning
becrdwded,ˈbɛkɹoʊˌdɛd,becrowded
becruwd,ˈbɛˌkɹaʊd,becrowd
becruwding,ˈbɛkɹədɪŋ,becrowding
becuward,ˈbɛkoʊˌwɝd,becoward
becuwarded,ˈbɛkoʊˌwɛdɚ,becowarded
becuwarding,ˈbɛkoʊˌwɛdɚ,becowarding
bedeffen,ˈbɛdɪfeɪn,bedeafen
bedeffening,bɪˈdiːfənɪŋ,bedeafening
bedguwn,ˈbɛɡˌdaʊn,bedgown
bedguwns,ˈbɛdˌɡoʊnz,bedgowns
bediht,bɪˈdaɪt,bedight
bedihted,bɪˈdaɪtəd,bedighted
bedihting,ˈbɛdətɪŋ,bedighting
bedposte,ˈbɛdˌpoʊst,bedpost
bedpostes,ˈbɛdˌpoʊsts,bedposts
bedqhair,ˈbɛdtʃɚ,bedchair
bedqhairs,ˈbɛdtʃɚz,bedchairs
bedqhambers,ˈbɛdˌkæmbɚz,bedchambers
bedrenqh,ˈbɛdɹən,bedrench
bedrenqhing,ˈbɛdɹəntʃɪŋ,bedrenching
bedspredds,ˈbɛdˌspɹɛdz,bedspreads
bedstedd,ˈbɛstdə,bedstead
bedstedds,ˈbɛdstəd,bedsteads
bedumm,bɪˈdʌmb,bedumb
bedumming,bɪˈdʌmbɪŋ,bedumbing
beebredd,ˈbiːˌbɹiːd,beebread
beefstaeks,ˈbiːfˌsteɪks,beefsteaks
beeqhdrops,ˈbiːtʃˌdɹɑps,beechdrops
beeqhen,ˈbiːtʃən,beechen
beeqhes,ˈbiːtʃɪz,beeches
beeqhier,ˈbiːtʃiːɚ,beechier
beeqhiest,ˈbiːtʃiːəst,beechiest
beeqhnut,ˈbiːtʃnət,beechnut
beeqhnuts,ˈbiːkənts,beechnuts
beeqhwoods,ˈbiːtʃˌwʊdz,beechwoods
befluwer,bɪˈflaʊɚ,beflower
befluwering,bɪˈfluːɚɪŋ,beflowering
beghilement,bɪˈɡɪləmənt,beguilement
beghilements,bɪˈɡaɪləmənts,beguilements
beghiler,bɪˈɡaɪlɚ,beguiler
beghilers,bɪˈɡaɪlɚz,beguilers
beghilingly,bɪˈɡiːlɪŋliː,beguilingly
begon,bɪˈɡoʊn,begone
behoovd,bɪˈhuːdv,behooved
behuwl,ˈbɛˌhoʊl,behowl
behuwling,ˈbɛhoʊlɪŋ,behowling
bekniht,ˈbɛkˌnaɪt,beknight
beknihted,ˈbɛkniːtɪd,beknighted
beknihting,ˈbɛkˌnaɪtɪŋ,beknighting
beleagherment,bɪˈliːɡjəntɚ,beleaguerment
beleagherments,bɪˈliːɡjəntɚz,beleaguerments
belovds,bɪˈlʌvdz,beloveds
belqhers,ˈbɛltʃɚz,belchers
benihtedly,ˈbiːniːˌtɛdliː,benightedly
benihtedness,ˈbiːniːtəndz,benightedness
benqhing,ˈbɛntʃɪŋ,benching
benqhland,ˈbɛntʃlənd,benchland
benqhlands,ˈbɛntʃləndz,benchlands
benqhmarking,ˈbɛŋkˌmæŋkɚ,benchmarking
benqhwarmer,ˈbɛntʃwɚmɚ,benchwarmer
benqhwarmers,ˈbɛntʃwɚmɚz,benchwarmers
benumm,ˈbɛnəm,benumb
benumming,ˈbɛnəmɪŋ,benumbing
beqhahk,ˈbɛʃəlk,bechalk
beqhahking,bɪˈkɑlkɪŋ,bechalking
beqhance,ˈbɛtʃəns,bechance
beqhanced,ˈbɛʃəndz,bechanced
beqhancing,ˈbɛtʃənsɪŋ,bechancing
beqharm,ˈbɛkɚˌɑm,becharm
beqharming,ˈbɛkˌhɑɹmɪŋ,becharming
bereavments,ˈbɛɹəvəmənts,bereavements
bescorqh,ˈbɛˌskɔɹ,bescorch
bescorqhing,ˈbɛksɔɹɪŋ,bescorching
beseeqhingly,ˈbiːsiːˌkɪŋliː,beseechingly
besmirqh,ˈbɛzˌmɪɹtʃ,besmirch
besmirqhing,ˈbɛzmɪɹɪŋk,besmirching
besmoothe,ˈbɛzmuːθ,besmooth
besoht,bɪˈsaʊt,besought
bespredd,bɪˈspɹɛd,bespread
bespredding,bɪˈspɹeɪdɪŋ,bespreading
bestedd,ˈbɛstəd,bestead
bestedded,ˈbɛstəˌdɛd,besteaded
bestedding,ˈbɛstədɪŋ,besteading
betrothe,ˈbɛtɹɔθ,betroth
beut,boʊt,beaut
beuteous,ˈbɔɪˌtjuːz,beauteous
beuteously,ˈbɔɪtəsliː,beauteously
beuteousness,ˈbɔɪtəsnəs,beauteousness
beuticians,bjuːˈtɪʃənz,beauticians
beutification,ˌbjuːtəfəˈkeɪʃən,beautification
beutifications,ˌbjuːtəfəˈkeɪʃənz,beautifications
beutified,ˈbjuːtəˌfaɪd,beautified
beutifier,ˈbjuːtəˌfaɪɚ,beautifier
beutifiers,ˈbjuːtəˌfaɪɚz,beautifiers
beutifulness,ˈbjuːtəfənəlz,beautifulness
beutifying,ˈbjuːtəˌfaɪɪŋ,beautifying
beuts,boʊts,beauts
bewilderdly,bɪˈwɪldɚdiː,bewilderedly
beziqe,bəˈziːk,bezique
beziqes,bɛˈziːks,beziques
biflagellat,ˈbɪflədʒətəl,biflagellate
bigharted,ˈbɪɡɚtəd,bighearted
bighartedly,baɪˈɑɡɹətɪdliː,bigheartedly
bighartedness,ˈbɪɡɚˌtɛdnəs,bigheartedness
bighedd,ˈbaɪˌhɛd,bighead
bighedded,ˈbaɪɡˌhɛdd,bigheaded
bigheddedness,ˈbaɪɡˌhɛdənz,bigheadedness
bighedds,ˈbaɪɡˌhɛdz,bigheads
bigiye,ˈbɪɡiː,bigeye
bihted,ˈbaɪtəd,bighted
bihting,ˈbaɪtɪŋ,bighting
bijectiv,bɪˈdʒɛktɪv,bijective
bijugat,bɪˈdʒɔdʒɪt,bijugate
bilabiat,bɪˈlæbiːˌeɪt,bilabiate
bilded,ˈbɪldɪd,builded
billhedd,ˈbɪlˌhɛd,billhead
billhedds,ˈbɪlˌhɛdz,billheads
binucleat,ˈbɪnjəˌkleɪt,binucleate
bioacoostics,ˌbaɪoʊkətˈsuːpɪks,bioacoustics
bioactiv,baɪˈoʊtəkɪv,bioactive
bioqhip,ˈbaɪəkɪp,biochip
bioqhips,ˈbaɪəkɪps,biochips
bioweppon,ˌbaɪoʊˈweɪpiːən,bioweapon
bioweppons,ˌbaɪoʊˈweɪpiːənz,bioweapons
biplicat,ˈbɪpləˌkeɪt,biplicate
birqhbark,ˈbɝkˌbɑɹk,birchbark
birqhen,ˈbɝkən,birchen
birqhers,ˈbɝkɚz,birchers
birqhing,ˈbɝkɪŋ,birching
birqhwood,ˈbɝtʃˌwʊd,birchwood
birqhwoods,ˈbɝtʃˌwʊdz,birchwoods
bisnesspersons,ˈbɪznəˌspɔɹzən,businesspersons
bisqs,bɪsks,bisques
bisturies,ˈbɪˌstɔɹiːz,bistouries
bistury,ˈbɪstɚiː,bistoury
bisybodies,ˈbjuːzˌbɔɪdəs,busybodies
bisybody,ˈbɪzˌbɔɪd,busybody
bisying,ˈbʌsiːɪŋ,busying
bisyness,ˈbɪsniːzɪnz,busyness
bisywork,ˈbɪzjˌwɔɹk,busywork
biuniqe,baɪˈniːkə,biunique
biuniqeness,baɪˈniːkwənsəz,biuniqueness
bivalvd,ˈbaɪvɑld,bivalved
bivariat,baɪˈvɑɹiːət,bivariate
bivuacking,ˈbaɪvˌwɑkɪŋ,bivouacking
blackgard,ˈblækɡɚd,blackguard
blackgarded,ˈblækˌɡɑɹdɪd,blackguarded
blackgarding,ˈblækɡɚdɪŋ,blackguarding
blackgardism,ˈblækɡɚˌdaɪmz,blackguardism
blackgardly,ˈblækɡɚd,blackguardly
blackhart,ˈblækˌhɔɹt,blackheart
blackharts,ˈblækˌhɔɹts,blackhearts
blackhedd,ˈblækˌhɛd,blackhead
blackhedds,ˈblækˌhɛdz,blackheads
blackiyed,ˈblækiːt,blackeyed
blackledd,ˈblækləd,blacklead
blackledded,ˈblæˌkliːdəd,blackleadded
blackledding,ˈblækliːdɪŋ,blackleading
blagh,bleɪɡ,blague
blaghd,bleɪɡ,blagued
blagher,ˈbleɪɡɚ,blaguer
blaghers,ˈbleɪɡɚz,blaguers
blaghing,ˈbleɪɡɪŋ,blaguing
blanketfluwer,ˈblæŋkətfɔɹl,blanketflower
blanketfluwers,ˈblæŋkətˌfoʊlɚz,blanketflowers
blanqett,ˈblænˌkwɛt,blanquette
blanqetts,ˈblænˌkwɛts,blanquettes
blanqher,ˈblæntʃɚ,blancher
blanqhers,ˈblæntʃɚz,blanchers
blanqhing,ˈblæntʃɪŋ,blanching
bleaqhable,ˈbliːtʃəbəl,bleachable
bleaqherite,ˈbliːtʃɚˌaɪt,bleacherite
bleaqherites,ˈbliːtʃɚˌaɪts,bleacherites
blenqh,blɛntʃ,blench
blenqher,ˈblɛntʃɚ,blencher
blenqhers,ˈblɛntʃɚz,blenchers
blenqhing,ˈblɛntʃɪŋ,blenching
blihter,ˈblaɪtɚ,blighter
blihters,ˈblaɪtɚz,blighters
blihties,ˈblaɪtiːz,blighties
blihting,ˈblaɪtɪŋ,blighting
blihty,ˈblaɪtiː,blighty
blithesom,ˈblaɪtsˌhoʊs,blithesome
blithesomly,ˈblaɪtsəlˌhaʊsiː,blithesomely
blockqhain,ˈblɑkˌheɪn,blockchain
blockqhains,ˈblɑkəˌnaɪz,blockchains
blowduwn,ˈbloʊˌdaʊn,blowdown
blowduwns,ˈbloʊˌdaʊnz,blowdowns
bluddbaths,ˈblʌdˌbætʃ,bloodbaths
bluddcurdling,ˈblʌdklɚʃt,bloodcurdling
bluddfin,ˈblʌdfɪn,bloodfin
bluddfins,ˈblʌdfɪnz,bloodfins
bluddfluwer,ˈblʌdˌflaʊɚ,bloodflower
bluddghilt,ˈblʌdɡiːlt,bloodguilt
bluddghiltiness,ˈblʌdɡiːˌlaɪtsɪz,bloodguiltiness
bluddghilty,ˈblʌdʒəlɪtiː,bloodguilty
bluddily,ˈbluːdəliː,bloodily
bluddiness,ˈblʌdiːnəs,bloodiness
bludding,ˈblʌdɪŋ,blooding
bluddings,ˈblʌdɪŋz,bloodings
bluddlessly,ˈblʌdləsliː,bloodlessly
bluddlessness,ˈblʌdləsnəs,bloodlessness
bluddlettings,ˈblʌdˌlɛtsɪŋ,bloodlettings
bluddlust,ˈblʌdləst,bloodlust
bluddmobile,ˈblʌdmˌboʊd,bloodmobile
bluddmobiles,ˈblʌdmˌboʊɪz,bloodmobiles
bluddred,ˈblʌdɹɪd,bloodred
bluddroot,ˈblʌˌdɹuːt,bloodroot
bluddroots,ˈblʌˌdɹɔts,bloodroots
bluddsheds,ˈblʌdˌʃɛz,bloodsheds
bluddshot,ˈblʌdˌʃɑt,bloodshot
bluddstock,ˈblʌdˌstɑk,bloodstock
bluddstocks,ˈblʌdˌstɑks,bloodstocks
bluddstones,ˈblʌdˌstoʊnz,bloodstones
bluddstreams,ˈblʌdˌstɹiːmz,bloodstreams
bluddthirstily,ˈblʌdθɚˌɪstliː,bloodthirstily
bluddthirstiness,ˈblʌdθɚˌaɪtsənz,bloodthirstiness
bluddworm,ˈblʌˌdwɝm,bloodworm
bluddworms,ˈblʌˌdwɝmz,bloodworms
bluddying,ˈbluːˌdaɪɪŋ,bloodying
bluehedd,ˈbluːˌhɛd,bluehead
bluehedds,ˈbluːˌhɛdz,blueheads
bluetung,ˈbluːtəŋˌwɑ,bluetongue
bluetungs,ˈbluːtəŋˌɡwɑ,bluetongues
blujjener,ˈblʌdʒənɚ,bludgeoner
blujjeners,ˈblʌdʒənɚz,bludgeoners
bluwsier,ˈbloʊsiːɚ,blowsier
bluwsiest,ˈbloʊsiːəst,blowsiest
bluwsily,ˈbloʊzəliː,blowsily
bluwsy,ˈbloʊziː,blowsy
bluwzier,ˈbloʊziːɚ,blowzier
bluwziest,ˈbloʊziːəst,blowziest
bluwzily,ˈbloʊzˌwɪliː,blowzily
bluwzy,ˈbloʊziː,blowzy
blyndage,ˈblaɪndɪdʒ,blindage
blyndages,ˈblaɪndɪdʒɪz,blindages
blyndest,ˈblaɪndəst,blindest
blyndfish,ˈblaɪndˌfɪʃ,blindfish
blyndfishes,ˈblaɪndˌfaɪzɪz,blindfishes
blyndfolding,ˈblaɪndˌfoʊldɪŋ,blindfolding
blyndingly,ˈblaɪndɪŋliː,blindingly
blyndsiding,ˈblɪndˌsaɪnd,blindsiding
blyndworm,ˈblaɪndwɚm,blindworm
blyndworms,ˈblaɪndwɚmz,blindworms
boatbilder,ˈboʊtbˌwɪldɚ,boatbuilder
boatbilders,ˈboʊtˌbʌdliːz,boatbuilders
boatbilding,ˈboʊtˌbʌɡʃən,boatbuilding
boatbildings,ˈboʊtˌbʌldɪŋz,boatbuildings
boatsans,ˈboʊtˌsweɪnz,boatswains
bobsleih,ˈbɑbslə,bobsleigh
bobsleihs,ˈbɑbslɪfs,bobsleighs
bodybilder,ˈbɑdiːˌbaʊlɪd,bodybuilder
bodybilders,ˈbɑdiːˌbaʊlɚz,bodybuilders
bodybilding,ˈbɑdiːˌbʌdəs,bodybuilding
bodyqheck,ˈbɑdɪkɪk,bodycheck
bodyqhecking,ˈbɑdɪkɪkɪŋ,bodychecking
bodysuht,ˈboʊdiːˌsuːt,bodysuit
bodysuhts,ˈbɑdiːˌsuːts,bodysuits
boilersuht,ˈbɔɪlɚˌsuːt,boilersuit
boilersuhts,ˈbɔɪlɚˌsuːts,boilersuits
bolthedd,ˈboʊltəf,bolthead
bolthedds,ˈboʊltəfts,boltheads
bombsiht,ˈbɑmbˌsaɪt,bombsight
bombsihts,ˈbɑmˌbɪsts,bombsights
bondwimen,ˈbɑnˌdwɑmən,bondwomen
bonehedd,ˈboʊnˌhɛd,bonehead
bonehedded,ˈboʊnɪˌhɛdɪd,boneheaded
boneheddedly,ˈboʊniːˌhɛdɪdiː,boneheadedly
boneheddedness,ˈboʊniːˌhɛdəndz,boneheadedness
bonehedds,ˈboʊnˌhɛdz,boneheads
bongd,bɑndʒd,bonged
bonnethedd,ˈbɑnɪˌθɛd,bonnethead
bonnethedds,ˈbɑnɪˌθɛdz,bonnetheads
bookbynderies,ˈbʊkˌbɪniːɹˌdiːnz,bookbinderies
bookbyndery,ˈbʊkˌbɪndɚiː,bookbindery
bookbynding,ˈbʊkˌbaɪndɪŋ,bookbinding
bookbyndings,ˈbʊkˌbaɪndɪŋz,bookbindings
bool,buːlz,boules
boomtuwns,ˈbuːmˌtaʊnz,boomtowns
boortree,ˈbɔɹˌtɹiː,bourtree
booyage,ˈbjuːɪdʒ,buoyage
booyages,ˈbjuːɪdʒɪz,buoyages
booyance,ˈbɔɪəns,buoyance
booyances,ˈbɔɪənsɪz,buoyances
booyancies,ˈbjuːəniːzɪz,buoyancies
booyantly,ˈbɔɪəntliː,buoyantly
boresom,ˈbɔɹəˌsoʊm,boresome
bothersomly,ˈbɑðɚsəmliː,bothersomely
bottommoste,ˈbɑtoʊˌmɑst,bottommost
bouhd,baʊd,boughed
bouhpot,ˈboʊpɔt,boughpot
bouhpots,ˈboʊˌpɔɡz,boughpots
bowhedd,ˈboʊˌhiːd,bowhead
bowhedds,ˈboʊˌwiːdz,bowheads
boyqhik,ˈbɔɪtʃɪk,boychik
boyqhiks,ˈbɔɪtʃɪks,boychiks
braekables,ˈbɹeɪkəbəlz,breakables
braekages,ˈbɹeɪkɪdʒɪz,breakages
braekaways,ˈbɹeɪkəˌweɪz,breakaways
braekevens,ˈbɹeɪkəvənz,breakevens
braekfasted,ˈbɹeɪksˌfeɪtɪd,breakfasted
braekfaster,ˈbɹeɪkˌfæstɚ,breakfaster
braekfasters,ˈbɹeɪkˌfæstɚz,breakfasters
braekfasting,ˈbɹɛkfəstɪŋ,breakfasting
braekfront,ˈbɹiːkfɹənt,breakfront
braekfronts,ˈbɹeɪkfɹənts,breakfronts
braekings,ˈbɹeɪkɪŋz,breakings
braekle,ˈbɹeɪkəl,breakle
braekpoint,ˈbɹeɪkˌpɔɪnt,breakpoint
braekpoints,ˈbɹeɪkˌpɔɪnts,breakpoints
braekwaters,ˈbɹeɪˌkwɔtɚz,breakwaters
brainqhildren,ˈbɹeɪnˌtʃɪldɹən,brainchildren
branqhier,ˈbɹæntʃiːɚ,branchier
branqhiest,ˈbɹæntʃiːəst,branchiest
branqhless,ˈbɹæntʃləs,branchless
branqhline,ˈbɹæntʃˌlaɪn,branchline
branqhlines,ˈbɹæntʃˌlaɪnz,branchlines
branqhy,ˈbɹæntʃiː,branchy
braqhes,bɹeɪks,braches
braqhet,ˈbɹækət,brachet
braqhets,ˈbɹækəts,brachets
breaqher,ˈbɹeɪkɚ,breacher
breaqhers,ˈbɹeɪkɚz,breachers
breddbaskets,ˈbɹɛdˌbæksənts,breadbaskets
breddboard,ˈbɹɛdˌbɔɹd,breadboard
breddboarded,ˈbɹɛdˌbɹaʊd,breadboarded
breddboarding,ˈbɹɛdˌbɹeɪɪŋ,breadboarding
breddboxes,ˈbɹɛdˌbæksɪz,breadboxes
breddcrumb,ˈbɹɛdˌkɹʌm,breadcrumb
breddcrumbs,ˈbɹeɪdkɹəmz,breadcrumbs
breddfruhts,ˈbɹɛdˌfɹʌts,breadfruits
breddline,ˈbɹɛdˌlaɪn,breadline
breddlines,ˈbɹɛdˌlaɪnz,breadlines
breddnut,ˈbɹɛdnət,breadnut
breddnuts,ˈbɹɛdnəts,breadnuts
breddstick,ˈbɹɛdˌstɪk,breadstick
breddsticks,ˈbɹɛdstɪks,breadsticks
breddstuff,ˈbɹɛdˌstʌf,breadstuff
breddwinning,ˈbɹɛdwɪnɪŋ,breadwinning
bredths,bɹɛdθs,breadths
bredthwise,ˈbɹɛˌθwaɪz,breadthwise
breeqhblock,ˈbɹiːtʃblək,breechblock
breeqhblocks,ˈbɹiːtʃbləks,breechblocks
breeqhcloth,ˈbɹiːtʃkləθ,breechcloth
breeqhcloths,ˈbɹiːtʃkəlθs,breechcloths
breeqhclout,ˈbɹiːtʃkəlt,breechclout
breeqhclouts,ˈbɹiːtʃkəlts,breechclouts
breeqhings,ˈbɹiːtʃɪŋz,breechings
breeqhloader,ˈbɹiːˌkloʊdɚ,breechloader
breeqhloaders,ˈbɹiːˌkloʊdɚz,breechloaders
brestbone,ˈbɹiːstˌboʊn,breastbone
brestbones,ˈbɹiːstˌboʊnz,breastbones
brestfeedings,ˈbɹɛstfiːdɪŋz,breastfeedings
brestless,ˈbɹeɪsləs,breastless
brestplates,ˈbɹɛstˌpleɪts,breastplates
breststroke,ˈbɹeɪˌstɹʌkəp,breaststroke
breststroker,ˈbɹɛstˌstɹoʊkɚ,breaststroker
breststrokers,ˈbɹɛstɹəˌstɔɹfs,breaststrokers
breststrokes,ˈbɹeɪstɹəksəz,breaststrokes
brestwork,ˈbɹeɪsˌtwɝk,breastwork
brestworks,ˈbɹeɪsˌtwɝks,breastworks
brethalyze,ˈbɹeɪθəˌlaɪz,breathalyse
brethalyzed,ˈbɹeɪθəlˌsaɪzd,breathalysed
brethalyzer,ˈbɹɛθəlzɪɹ,breathalyser
brethalyzers,ˈbɹeɪθəlsɚz,breathalysers
brethalyzing,ˈbɹɛθəlɪsɪŋz,breathalysing
brethier,ˈbɹiːθiːɚ,breathier
brethiest,ˈbɹiːθiːəst,breathiest
brethily,ˈbɹɛθɪliː,breathily
brethiness,ˈbɹiːθiːnəs,breathiness
brethlessness,ˈbɹɛθləsnəs,breathlessness
bridgehedds,ˈbɹɪdʒˌhɛdz,bridgeheads
brihtener,ˈbɹaɪtənɚ,brightener
brihteners,ˈbɹaɪtənɚz,brighteners
brihts,bɹaɪts,brights
brihtwork,ˈbɹaɪˌtwɝk,brightwork
brihtworks,ˈbɹaɪˌtwɝks,brightworks
bringduwn,ˈbɹɪŋˌdaʊn,bringdown
bringduwns,ˈbɹɪŋˌdaʊnz,bringdowns
briqett,ˈbɹɪkət,briquet
briqetting,ˈbɹɪkətɪŋ,briquetting
broaqher,ˈbɹoʊtʃɚ,broacher
broaqhers,ˈbɹoʊtʃɚz,broachers
broddax,ˈbɹɔdæks,broadax
broddaxes,ˈbɹɔˌdæksɪz,broadaxes
broddbill,ˈbɹɔdˌbɪl,broadbill
broddbills,ˈbɹɔdˌbɪlz,broadbills
broddcasted,ˈbɹɔdˌkæstɪd,broadcasted
broddcloth,ˈbɹɔdˌklɔθ,broadcloth
broddcloths,ˈbɹɔdˌklɔθs,broadcloths
broddish,ˈbɹɔdɪʃ,broadish
broddleaf,ˈbɹɔdˌliːf,broadleaf
broddloom,ˈbɹɔdˌlɔm,broadloom
broddlooms,ˈbɹɔdˌlɔmz,broadlooms
broddness,ˈbɹɔdnəs,broadness
brodds,bɹɔdz,broads
broddscale,ˈbɹɔdˌskeɪl,broadscale
broddsheet,ˈbɹɔdˌʃiːt,broadsheet
broddsheets,ˈbɹɔdˌʃiːts,broadsheets
broddsiding,ˈbɹɔdˌsaɪzɪŋ,broadsiding
broddsords,ˈbɹɔdswɚdz,broadswords
broddtail,ˈbɹɔtəd,broadtail
broddtails,ˈbɹɔtəlɪs,broadtails
broddways,ˈbɹɔˌdweɪz,broadways
broghe,bɹoʊɡ,brogue
broghery,bɹoʊˈɡɛɹiː,broguery
broghes,bɹoʊɡz,brogues
broghish,ˈbɹɑɡwɪʃ,broguish
brokenharted,ˈbɹoʊkənˌhɑðɚd,brokenhearted
brokenhartedly,ˌbɹoʊkɪnˈhɛɹtɪtɪd,brokenheartedly
brokenhartedness,ˈbɹoʊkənˌhɛɹtɪnts,brokenheartedness
brooqhes,ˈbɹuːtʃɪz,brooches
bruhahas,ˈbɹuːhəʃəs,brouhahas
bruhams,ˈbɹaʊəmz,broughams
bruhs,bɹʌɡz,brughs
bruht,bɹuːt,bruit
bruhted,ˈbɹuːtəd,bruited
bruhter,ˈbɹuːtɚ,bruiter
bruhters,ˈbɹuːtɚz,bruiters
bruhting,ˈbɹuːtɪŋ,bruiting
brunqhing,ˈbɹʌntʃɪŋ,brunching
bruser,ˈbɹuːzɚ,bruiser
brusers,ˈbɹuːzɚz,bruisers
